@relation horse-colic-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute surgery {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute Age {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'Hospital Number' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'rectal temperature' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute pulse {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'respiratory rate' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'temperature of extremities' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'peripheral pulse' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'mucous membranes' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'capillary refill time' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute pain {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute peristalsis {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'abdominal distension' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'nasogastric tube' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'nasogastric reflux' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'nasogastric reflux PH' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'rectal examination' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute abdomen {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'packed cell volume' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'total protein' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'abdominocentesis appearance' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'abdomcentesis total protein' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute outcome {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'surgical lesion' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'type of lesion 1' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'type of lesion 2' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'type of lesion 3' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute cp_data {1,2}

@data
'\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(0.2-0.3]\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.9-inf)\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(0.7-0.8]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.6-0.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.1-0.2]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.1-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(-inf-0.1]\'','\'(0.2-0.3]\'','\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.7-0.8]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(0.4-0.5]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(0.9-inf)\'','\'(0.6-0.7]\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.3-0.4]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.6-0.7]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.2-0.3]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(0.1-0.2]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'','\'(0.2-0.3]\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.1-0.2]\'','\'(-inf-0.1]\'','\'(0.2-0.3]\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.8-0.9]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.1-0.2]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.3-0.4]\'','\'(0.7-0.8]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.9-inf)\'','\'(0.6-0.7]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.8-0.9]\'','\'(-inf-0.1]\'','\'(0.7-0.8]\'','\'(0.1-0.2]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.2-0.3]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(0.2-0.3]\'','\'(0.9-inf)\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.9-inf)\'','\'(0.7-0.8]\'','\'(0.9-inf)\'','\'(0.7-0.8]\'','\'(0.6-0.7]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.6-0.7]\'','\'(0.1-0.2]\'','\'(0.1-0.2]\'','\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'','\'(0.1-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(-inf-0.1]\'','\'(0.6-0.7]\'','\'(0.2-0.3]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.6-0.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.6-0.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.2-0.3]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(0.1-0.2]\'','\'(0.7-0.8]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.7-0.8]\'','\'(0.2-0.3]\'','\'(0.2-0.3]\'','\'(0.9-inf)\'','\'(0.6-0.7]\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(0.7-0.8]\'','\'(0.9-inf)\'','\'(0.3-0.4]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(0.9-inf)\'','\'(0.7-0.8]\'','\'(0.9-inf)\'','\'(0.2-0.3]\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.2-0.3]\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.8-0.9]\'','\'(0.7-0.8]\'','\'(0.9-inf)\'','\'(0.1-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.1-0.2]\'','\'(0.1-0.2]\'','\'(0.6-0.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.6-0.7]\'','\'(0.1-0.2]\'','\'(0.3-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.9-inf)\'','\'(0.3-0.4]\'','\'(0.7-0.8]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.1-0.2]\'','\'(0.1-0.2]\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.2-0.3]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.1-0.2]\'','\'(0.1-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.1-0.2]\'','\'(0.1-0.2]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.4-0.5]\'','\'(0.9-inf)\'','\'(0.1-0.2]\'','\'(0.5-0.6]\'','\'(0.9-inf)\'','\'(0.5-0.6]\'','\'(0.8-0.9]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(0.6-0.7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
'\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(-inf-0.1]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(0.3-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(0.4-0.5]\'','\'(0.2-0.3]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',1
'\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(0.2-0.3]\'','\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'','\'(0.1-0.2]\'','\'(0.7-0.8]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.9-inf)\'','\'(0.2-0.3]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'',2
